Trackline 	 BlockID  	 EntrySignal 	 ExitSignal 	 BlockStartX[Km] 	BlockEndX[Km] 	 topologypartID 	 TopoPartStartX[Km] 	TopoPartEndX[Km] 	 length 	 gradient 	 curve 	 speedlimit
0	@60-B0@	Sign_17.710_tr_0	Sign_18.010_tr_0	17.710000	18.010000	@60-B0@-1	17.795000	17.821000	0.026000	-0.014500	10000.000000	15.277778
0	@60-B0@	Sign_17.710_tr_0	Sign_18.010_tr_0	17.710000	18.010000	@60-B0@-2	17.821000	18.010000	0.189000	-0.014500	210.000000	15.277778
0	@61-B0@	Sign_18.010_tr_0	Sign_18.310_tr_0	18.010000	18.310000	@61-B0@-0	18.010000	18.257000	0.247000	-0.014500	210.000000	15.277778
0	@61-B0@	Sign_18.010_tr_0	Sign_18.310_tr_0	18.010000	18.310000	@61-B0@-1	18.257000	18.310000	0.053000	-0.014500	10000.000000	15.277778
0	@62-B0@	Sign_18.310_tr_0	Sign_18.610_tr_0	18.310000	18.610000	@62-B0@-0	18.310000	18.377000	0.067000	-0.014500	10000.000000	15.277778
0	@62-B0@	Sign_18.310_tr_0	Sign_18.610_tr_0	18.310000	18.610000	@62-B0@-1	18.377000	18.610000	0.233000	-0.020000	10000.000000	15.277778
0	@63-B0@	Sign_18.610_tr_0	Sign_18.910_tr_0	18.610000	18.910000	@63-B0@-0	18.610000	18.910000	0.300000	-0.020000	10000.000000	15.277778
0	@64-B0@	Sign_18.910_tr_0	Sign_19.210_tr_0	18.910000	19.210000	@64-B0@-0	18.910000	19.012000	0.102000	-0.020000	10000.000000	15.277778
0	@64-B0@	Sign_18.910_tr_0	Sign_19.210_tr_0	18.910000	19.210000	@64-B0@-1	19.012000	19.210000	0.198000	-0.020000	200.000000	15.277778
0	@65-B0@	Sign_19.210_tr_0	Sign_19.510_tr_0	19.210000	19.510000	@65-B0@-0	19.210000	19.287000	0.077000	-0.020000	200.000000	15.277778
0	@65-B0@	Sign_19.210_tr_0	Sign_19.510_tr_0	19.210000	19.510000	@65-B0@-1	19.287000	19.389000	0.102000	0.000000	200.000000	15.277778
0	@65-B0@	Sign_19.210_tr_0	Sign_19.510_tr_0	19.210000	19.510000	@65-B0@-2	19.389000	19.510000	0.121000	0.000000	10000.000000	15.277778
0	@66-B0@	Sign_19.510_tr_0	Sign_19.810_tr_0	19.510000	19.810000	@66-B0@-0	19.510000	19.587000	0.077000	0.000000	10000.000000	15.277778
0	@66-B0@	Sign_19.510_tr_0	Sign_19.810_tr_0	19.510000	19.810000	@66-B0@-1	19.587000	19.662000	0.075000	0.000000	200.000000	15.277778
0	@66-B0@	Sign_19.510_tr_0	Sign_19.810_tr_0	19.510000	19.810000	@66-B0@-2	19.662000	19.767000	0.105000	-0.001000	200.000000	15.277778
0	@66-B0@	Sign_19.510_tr_0	Sign_19.810_tr_0	19.510000	19.810000	@66-B0@-3	19.767000	19.777000	0.010000	-0.001000	200.000000	8.333333
0	@66-B0@	Sign_19.510_tr_0	Sign_19.810_tr_0	19.510000	19.810000	@66-B0@-4	19.777000	19.810000	0.033000	-0.001000	200.000000	15.277778
0	@67-B0@	Sign_19.810_tr_0	Sign_20.110_tr_0	19.810000	20.110000	@67-B0@-0	19.810000	19.884000	0.074000	-0.001000	200.000000	15.277778
0	@67-B0@	Sign_19.810_tr_0	Sign_20.110_tr_0	19.810000	20.110000	@67-B0@-1	19.884000	20.001000	0.117000	-0.001000	10000.000000	15.277778
0	@67-B0@	Sign_19.810_tr_0	Sign_20.110_tr_0	19.810000	20.110000	@67-B0@-2	20.001000	20.011000	0.010000	-0.001000	10000.000000	8.333333
0	@67-B0@	Sign_19.810_tr_0	Sign_20.110_tr_0	19.810000	20.110000	@67-B0@-3	20.011000	20.110000	0.099000	-0.001000	10000.000000	15.277778
0	@68-B0@	Sign_20.110_tr_0	Sign_20.410_tr_0	20.110000	20.410000	@68-B0@-0	20.110000	20.167000	0.057000	-0.001000	10000.000000	15.277778
0	@68-B0@	Sign_20.110_tr_0	Sign_20.410_tr_0	20.110000	20.410000	@68-B0@-1	20.167000	20.410000	0.243000	0.000000	10000.000000	15.277778
0	@69-B0@	Sign_20.410_tr_0	Sign_20.710_tr_0	20.410000	20.710000	@69-B0@-0	20.410000	20.531000	0.121000	0.000000	10000.000000	15.277778
